TWA;0;2;4;6;8;10;12;14;16;18;20;22;24;26;28;30;35;40;50;60;70
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;0.0;1.7;3.26;4.18;4.57;4.18;4.7;4.31;4.44;4.04;4.18;3.13;3.26;2.35;1.57;0.78;0.39;0.26;0.12;0.12;0.12
35;0.0;2.22;4.44;5.61;6.13;5.61;6.52;6.0;6.13;5.61;5.61;4.57;4.57;3.52;2.48;1.44;0.78;0.51;0.37;0.24;0.12
40;0.0;3.0;5.74;7.57;8.22;7.7;8.61;8.09;8.22;7.57;7.83;6.26;6.39;4.96;3.65;2.48;1.17;0.64;0.62;0.37;0.12
45;0.0;3.52;7.05;9.0;9.52;8.87;9.66;9.26;9.52;8.87;9.13;7.44;7.57;6.0;4.57;3.26;1.57;1.02;0.87;0.61;0.24
50;0.0;3.91;8.22;10.18;10.18;10.18;11.09;10.57;10.7;10.05;10.31;8.74;8.87;7.18;5.61;4.18;1.96;1.28;1.0;0.61;0.36
55;0.0;4.57;9.39;11.48;11.35;11.35;12.53;11.87;12.26;11.48;11.87;10.05;10.31;8.48;6.78;5.22;2.61;1.66;1.37;0.73;0.48
60;0.0;4.83;9.79;12.92;12.66;12.4;13.7;13.31;13.83;13.05;13.44;11.35;11.74;9.79;8.09;6.52;3.26;2.05;1.87;1.1;0.6
65;0.0;5.09;10.05;13.31;14.09;13.96;15.27;14.61;15.14;14.61;15.14;13.31;13.7;11.61;9.66;7.96;4.44;2.81;2.49;1.34;0.84
70;0.0;5.35;10.44;13.57;14.35;15.27;16.96;16.44;16.96;16.31;16.96;15.0;15.66;13.44;11.61;9.66;6.0;3.71;3.24;1.83;1.08
75;0.0;5.48;10.57;13.83;14.87;15.66;17.22;18.14;18.79;18.4;19.05;17.09;17.61;15.4;13.31;11.35;7.44;4.99;4.36;2.57;1.56
80;0.0;5.61;10.83;13.96;15.66;15.92;17.48;18.53;19.44;20.35;21.27;19.05;19.7;17.48;15.14;13.31;9.13;6.4;5.49;3.18;1.92
85;0.0;5.61;10.83;14.09;15.92;16.57;17.74;18.92;19.96;21.14;22.31;21.66;22.7;20.22;17.48;15.4;10.83;7.8;6.86;4.03;2.4
90;0.0;5.61;10.83;14.09;16.05;17.09;18.27;19.44;20.48;21.92;23.22;24.4;25.57;22.7;20.09;17.61;12.92;9.47;8.23;4.89;2.88
95;0.0;5.48;10.57;13.96;15.92;17.35;18.53;19.83;21.27;22.7;24.14;25.18;26.23;25.18;22.18;19.31;14.22;10.74;9.35;5.5;3.11
100;0.0;5.35;10.44;13.57;15.66;17.48;18.66;20.09;21.79;23.36;24.92;25.97;27.01;27.53;24.01;21.4;15.79;12.15;10.6;6.23;3.59
105;0.0;5.09;10.05;13.44;15.79;17.35;18.79;20.22;22.05;23.62;25.31;26.1;27.01;27.66;26.36;23.75;17.88;14.2;12.22;7.21;4.19
110;0.0;4.83;9.79;13.44;15.92;17.09;18.79;20.35;22.44;24.14;25.7;26.23;27.01;27.66;28.57;25.97;20.48;16.24;14.21;8.43;4.79
115;0.0;4.7;9.66;13.31;15.66;17.09;18.66;20.48;22.44;23.49;25.57;26.36;27.4;28.31;29.23;28.31;22.7;18.16;15.83;9.41;5.39
120;0.0;4.7;9.39;13.05;15.53;17.22;18.53;20.48;22.05;22.96;24.92;26.1;27.79;28.97;30.01;31.05;25.57;20.47;17.83;10.51;6.11
125;0.0;4.31;8.74;12.4;14.87;16.57;18.53;20.62;21.53;22.44;24.4;25.7;27.4;28.71;30.4;31.58;27.79;22.64;19.57;11.61;6.59
130;0.0;4.18;8.22;11.48;14.09;15.92;18.14;20.22;21.14;22.05;24.01;25.31;27.14;28.44;30.14;31.45;29.36;24.3;21.07;12.47;7.19
135;0.0;3.65;7.31;10.57;13.05;14.87;16.96;19.05;20.22;20.88;23.75;25.05;26.88;28.18;30.01;31.18;31.71;26.22;22.81;13.44;7.67
140;0.0;3.39;6.65;9.66;12.0;13.96;15.92;17.74;19.18;20.09;23.22;24.4;26.62;27.79;29.62;30.79;33.92;28.01;24.43;14.42;8.27
145;0.0;2.74;5.87;8.48;10.7;12.66;14.61;16.18;17.35;18.53;21.27;23.22;25.57;27.27;29.49;30.92;33.01;29.03;25.18;14.91;8.51
150;0.0;2.48;4.96;7.31;9.52;11.35;13.31;14.87;15.79;17.22;19.83;22.05;24.92;26.88;29.1;30.92;31.84;29.42;25.56;15.03;8.63
155;0.0;2.22;4.44;6.39;8.48;10.18;12.26;13.7;14.48;15.53;17.74;19.7;22.31;24.27;26.49;28.44;30.79;28.4;24.68;14.54;8.39
160;0.0;1.96;3.78;5.61;7.44;9.13;11.09;12.66;13.31;14.09;15.79;17.61;20.09;22.05;24.4;26.23;29.62;27.37;23.81;14.05;8.03
170;0.0;1.7;3.39;5.09;6.78;8.09;9.79;11.09;11.87;12.53;14.09;15.66;17.74;19.44;21.53;23.22;26.1;24.17;20.94;12.47;7.07
180;0.0;1.44;3.13;4.57;6.13;7.44;9.0;10.18;10.7;11.35;12.79;14.22;16.31;17.74;19.7;21.14;24.01;22.13;19.2;11.37;6.59
