TWA;0;2;4;6;8;10;12;14;16;18;20;22;24;26;28;30;35;40;50;60;70
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;0.0;2.48;4.83;6.78;8.09;8.22;9.13;9.52;9.66;9.79;9.79;9.79;9.66;9.66;9.39;9.39;8.87;8.31;7.27;5.72;4.46
35;0.0;2.87;6.0;8.35;9.92;10.05;11.35;11.61;11.87;12.0;12.13;12.0;12.0;11.87;11.74;11.61;11.09;10.36;9.03;7.06;5.54
40;0.0;3.65;7.31;10.18;12.0;12.4;13.83;14.22;14.48;14.74;14.87;14.74;14.61;14.48;14.22;14.09;13.57;12.66;11.03;8.64;6.75
45;0.0;4.04;8.09;11.09;12.79;13.05;14.35;14.87;15.27;15.66;15.92;15.92;15.66;15.66;15.4;15.27;14.74;13.69;12.04;9.37;7.35
50;0.0;4.31;8.74;11.74;12.79;13.57;14.87;15.53;15.92;16.31;16.7;16.57;16.57;16.44;16.31;16.31;15.92;14.84;12.91;10.1;7.95
55;0.0;4.44;9.26;12.4;13.05;14.09;15.53;15.92;16.57;16.96;17.35;17.22;17.48;17.35;17.22;17.22;16.96;15.86;13.79;10.71;8.43
60;0.0;4.7;9.39;12.66;13.57;14.48;15.92;16.57;17.09;17.48;18.01;18.4;18.4;18.4;18.53;18.53;18.53;17.27;15.05;11.68;9.16
65;0.0;4.83;9.52;12.79;13.83;14.87;16.31;17.09;17.61;18.27;18.79;19.44;19.57;19.7;19.83;19.83;20.09;18.67;16.3;12.66;10.0
70;0.0;4.96;9.66;12.79;13.83;15.0;16.57;17.48;18.27;18.92;19.7;20.35;21.14;21.27;21.53;21.66;22.18;20.72;18.06;14.12;11.09
75;0.0;4.96;9.52;12.79;13.96;15.0;16.57;17.74;18.4;19.7;20.48;21.27;21.92;22.7;22.96;23.22;23.88;22.26;19.43;15.09;11.93
80;0.0;4.96;9.52;12.53;14.48;15.0;16.44;17.88;18.66;19.96;20.88;22.05;22.83;23.62;24.4;24.79;25.57;23.79;20.81;16.19;12.77
85;0.0;4.83;9.39;12.4;14.22;15.27;16.44;17.88;18.79;20.35;21.4;23.22;24.27;25.18;25.83;26.62;27.01;25.2;22.07;17.16;13.5
90;0.0;4.7;9.13;12.13;14.09;15.27;16.44;18.01;18.92;20.62;21.92;23.88;25.57;26.36;27.14;27.79;28.05;26.22;22.82;17.89;13.98
95;0.0;4.44;8.61;11.74;13.7;15.27;16.31;17.74;19.05;21.01;22.31;24.27;26.23;27.01;27.53;27.92;27.79;25.97;22.69;17.65;13.86
100;0.0;4.31;8.35;11.09;13.18;15.0;16.05;17.61;19.18;20.88;22.31;24.53;26.49;27.01;27.92;28.31;29.23;27.24;23.82;18.62;14.58
105;0.0;3.91;7.83;10.7;12.92;14.61;15.92;17.48;19.05;20.75;22.31;24.14;25.97;26.62;28.31;28.84;30.27;28.27;24.7;19.23;15.18
110;0.0;3.65;7.44;10.44;12.66;13.96;15.4;17.22;18.92;20.75;22.18;23.49;25.44;26.1;28.05;29.49;31.45;29.29;25.58;19.96;15.66
115;0.0;3.52;7.18;10.18;12.26;13.57;14.87;16.83;18.4;20.22;21.66;23.22;25.31;26.1;28.05;30.27;32.49;30.31;26.46;20.57;16.27
120;0.0;3.39;6.78;9.66;11.87;13.44;14.48;16.31;17.88;19.57;20.88;22.96;24.92;25.97;28.31;30.4;33.4;32.74;28.59;22.27;17.59
125;0.0;3.13;6.26;9.13;11.22;12.92;14.22;16.05;17.48;19.18;20.48;22.57;24.53;25.7;28.05;30.4;34.32;33.64;29.34;22.88;17.95
130;0.0;2.87;5.74;8.35;10.57;12.26;13.7;15.66;16.96;18.66;19.83;22.05;24.27;25.57;27.53;30.27;35.1;34.41;30.09;23.37;18.44
135;0.0;2.61;5.09;7.57;9.66;11.35;12.66;14.74;16.31;17.88;19.7;21.79;24.14;25.18;27.4;30.01;36.4;35.69;31.22;24.34;19.16
140;0.0;2.35;4.57;6.92;8.87;10.57;11.74;13.57;15.4;16.96;19.18;21.27;23.62;24.66;27.14;29.36;37.06;37.09;32.35;25.31;19.88
145;0.0;1.96;4.04;6.0;7.83;9.52;10.7;12.26;13.83;15.53;17.48;20.09;22.96;24.4;27.01;29.49;36.14;36.84;32.22;25.07;19.76
150;0.0;1.7;3.39;5.22;7.05;8.74;9.79;11.22;12.4;14.22;16.05;18.92;22.05;23.88;26.62;29.62;35.1;35.81;31.97;24.83;19.52
155;0.0;1.57;3.0;4.57;6.26;7.7;8.87;10.18;11.22;12.79;14.22;16.83;19.7;21.53;24.27;27.27;33.92;34.66;31.47;24.46;19.28
160;0.0;1.3;2.61;4.04;5.48;6.92;8.09;9.39;10.31;11.61;12.66;15.0;17.74;19.31;22.05;24.92;32.36;33.38;30.22;24.1;18.92
170;0.0;1.04;2.22;3.52;4.83;6.13;7.05;8.22;9.13;10.31;11.22;13.18;15.4;16.96;19.44;22.05;28.57;29.42;27.08;22.39;17.59
180;0.0;0.91;2.09;3.13;4.31;5.48;6.26;7.31;8.09;9.26;10.05;11.87;13.96;15.27;17.88;20.35;26.49;27.37;25.08;21.66;16.99
