TWA;0;2;4;6;8;10;12;14;16;18;20;22;24;26;28;30;35;40;50;60;70
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;0.0;1.17;2.22;2.87;3.26;3.13;3.39;3.26;3.26;3.0;3.0;2.35;2.35;1.7;1.17;0.52;0.26;0.13;0.12;0.12;0.0
35;0.0;1.44;3.13;4.04;4.44;4.18;4.7;4.57;4.57;4.04;4.04;3.26;3.26;2.61;1.83;1.04;0.52;0.26;0.25;0.12;0.12
40;0.0;2.09;4.04;5.48;5.87;5.61;6.39;6.13;6.13;5.61;5.61;4.7;4.7;3.65;2.74;1.83;0.91;0.51;0.5;0.24;0.12
45;0.0;2.48;4.96;6.52;7.05;6.65;7.31;7.05;7.18;6.65;6.65;5.61;5.48;4.44;3.52;2.48;1.17;0.77;0.62;0.37;0.24
50;0.0;2.87;5.87;7.44;7.57;7.7;8.35;8.09;8.09;7.57;7.7;6.52;6.65;5.48;4.31;3.26;1.57;1.02;0.87;0.49;0.36
55;0.0;3.26;6.78;8.48;8.48;8.61;9.52;9.26;9.39;8.74;8.87;7.57;7.7;6.52;5.35;4.04;2.09;1.28;1.12;0.61;0.36
60;0.0;3.65;7.31;9.52;9.52;9.52;10.57;10.44;10.7;10.05;10.18;8.74;8.87;7.57;6.39;5.09;2.61;1.66;1.37;0.86;0.48
65;0.0;3.91;7.7;10.18;10.83;10.83;11.87;11.61;11.87;11.35;11.61;10.44;10.44;9.0;7.7;6.26;3.52;2.3;1.99;1.1;0.6
70;0.0;4.18;8.09;10.57;11.22;11.87;13.18;13.05;13.31;12.66;12.92;11.74;12.0;10.44;9.26;7.7;4.83;2.94;2.62;1.47;0.84
75;0.0;4.44;8.48;11.09;12.0;12.53;13.83;14.61;14.74;14.48;14.74;13.44;13.57;12.13;10.7;9.13;6.0;3.97;3.49;2.08;1.2
80;0.0;4.57;8.87;11.48;12.79;13.05;14.35;15.14;15.66;16.05;16.44;15.0;15.27;13.83;12.13;10.7;7.31;5.12;4.49;2.57;1.44
85;0.0;4.7;9.13;11.87;13.44;13.96;15.0;15.92;16.57;17.22;17.74;17.22;17.61;16.18;14.22;12.53;8.74;6.4;5.49;3.18;1.8
90;0.0;4.83;9.39;12.13;13.83;14.74;15.79;16.7;17.35;18.14;18.79;19.44;19.96;18.01;16.31;14.22;10.44;7.67;6.61;3.91;2.28
95;0.0;4.83;9.26;12.26;13.96;15.27;16.31;17.48;18.27;19.18;19.96;20.48;20.88;20.09;18.01;15.66;11.48;8.7;7.48;4.4;2.52
100;0.0;4.83;9.39;12.13;14.09;15.66;16.7;18.01;19.18;20.09;21.01;21.53;21.92;21.92;19.57;17.35;12.79;9.85;8.6;5.01;2.88
105;0.0;4.7;9.26;12.4;14.61;16.05;17.35;18.66;19.96;21.01;22.05;22.31;22.57;22.7;21.66;19.44;14.61;11.51;10.1;5.87;3.35
110;0.0;4.57;9.26;12.66;15.0;16.05;17.74;19.18;20.75;21.92;22.83;22.83;22.96;23.09;23.36;21.27;16.7;13.3;11.59;6.72;3.83
115;0.0;4.57;9.26;12.79;15.0;16.44;17.88;19.7;21.14;22.18;23.09;23.36;23.88;24.14;24.4;23.62;19.05;15.22;13.21;7.7;4.43
120;0.0;4.57;9.26;12.79;15.27;16.83;18.14;20.09;21.53;22.44;23.49;24.14;24.66;25.18;25.57;25.97;21.4;17.14;14.84;8.68;5.03
125;0.0;4.44;8.87;12.66;15.14;16.96;18.53;20.62;22.05;22.96;24.01;24.66;25.31;25.97;26.49;26.88;23.75;19.31;16.71;9.78;5.51
130;0.0;4.31;8.48;12.0;14.61;16.57;18.53;20.62;22.05;22.96;24.01;24.79;25.57;26.23;26.75;27.4;25.57;21.1;18.33;10.75;6.11
135;0.0;3.91;7.7;11.22;13.83;15.79;17.61;19.83;21.53;22.44;24.27;25.05;25.83;26.49;27.14;27.66;28.18;23.28;20.2;11.85;6.71
140;0.0;3.65;7.18;10.44;13.05;15.14;16.83;18.79;21.4;22.44;24.79;25.7;26.62;27.27;27.92;28.44;31.31;25.97;22.56;13.2;7.43
145;0.0;3.13;6.52;9.39;11.87;14.09;15.79;17.48;19.7;21.53;23.75;25.31;26.88;28.05;28.97;29.75;31.71;27.88;24.19;14.18;8.03
150;0.0;2.87;5.74;8.48;11.09;13.18;14.87;16.57;18.27;20.35;22.96;25.05;27.27;28.71;30.01;31.18;32.1;29.67;25.81;15.03;8.51
155;0.0;2.61;5.22;7.57;10.05;12.0;13.96;15.53;17.09;18.92;21.01;23.36;25.31;27.14;28.44;29.88;32.36;29.8;25.93;15.15;8.63
160;0.0;2.35;4.57;6.92;9.13;11.22;13.05;14.61;16.18;17.74;19.18;21.53;23.88;25.57;27.27;28.57;32.36;29.93;25.93;15.15;8.63
170;0.0;2.09;4.31;6.52;8.61;10.44;12.13;13.57;15.14;16.57;18.01;20.09;22.05;24.27;25.7;27.27;30.66;28.27;24.56;14.42;8.15
180;0.0;1.96;4.18;6.13;8.22;10.05;11.61;13.05;14.48;15.79;17.22;19.18;21.27;23.22;25.31;26.62;30.14;27.88;24.19;14.18;8.03
