TWA;0;2;4;6;8;10;12;14;16;18;20;22;24;26;28;30;35;40;50;60;70
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;0.0;1.17;2.35;3.13;3.52;3.39;3.78;3.78;3.65;3.52;3.52;2.74;2.87;2.09;1.44;0.65;0.39;0.26;0.25;0.12;0.12
35;0.0;1.44;3.13;4.18;4.7;4.57;5.22;5.09;5.09;4.83;4.83;3.91;3.91;3.13;2.22;1.3;0.65;0.38;0.38;0.24;0.12
40;0.0;2.09;4.04;5.48;6.26;6.13;6.92;6.78;6.78;6.52;6.52;5.61;5.48;4.44;3.39;2.22;1.04;0.64;0.63;0.37;0.24
45;0.0;2.35;4.96;6.52;7.31;7.05;7.83;7.83;7.96;7.83;7.83;6.65;6.65;5.48;4.18;3.13;1.44;0.9;0.88;0.61;0.36
50;0.0;2.74;5.74;7.44;7.83;8.09;9.0;8.87;8.87;8.74;8.74;7.57;7.7;6.39;5.22;3.91;1.83;1.15;1.13;0.73;0.36
55;0.0;3.13;6.52;8.22;8.48;8.87;10.05;9.92;10.18;9.92;9.92;8.74;8.87;7.57;6.26;4.96;2.48;1.41;1.38;0.85;0.48
60;0.0;3.39;6.92;9.26;9.52;9.79;10.96;11.09;11.35;11.22;11.35;9.92;10.05;8.74;7.44;6.13;3.0;1.79;1.76;1.1;0.6
65;0.0;3.65;7.18;9.79;10.7;10.96;12.26;12.26;12.53;12.66;12.79;11.74;11.87;10.44;8.87;7.44;4.04;2.56;2.51;1.46;0.96
70;0.0;3.91;7.7;10.18;11.09;12.0;13.57;13.7;14.09;14.09;14.22;13.18;13.44;12.0;10.57;9.0;5.48;3.33;3.26;1.95;1.2
75;0.0;4.04;7.96;10.57;11.74;12.53;14.09;15.14;15.53;15.92;16.05;15.0;15.14;13.83;12.13;10.57;6.78;4.48;4.39;2.68;1.57
80;0.0;4.18;8.22;10.83;12.53;13.05;14.61;15.79;16.44;17.48;18.01;16.7;16.96;15.66;13.83;12.4;8.35;5.76;5.64;3.29;2.05
85;0.0;4.31;8.48;11.22;13.05;13.83;15.14;16.44;17.22;18.53;19.18;19.05;19.44;18.14;16.05;14.35;9.92;7.03;6.9;4.14;2.53
90;0.0;4.44;8.61;11.48;13.44;14.61;15.92;17.22;18.01;19.7;20.35;21.4;22.05;20.35;18.4;16.44;11.74;8.57;8.4;5.11;3.01
95;0.0;4.31;8.61;11.61;13.57;15.14;16.44;18.01;19.05;20.75;21.66;22.57;23.09;22.57;20.22;18.01;13.05;9.72;9.53;5.72;3.37
100;0.0;4.31;8.61;11.48;13.57;15.53;16.83;18.53;20.09;22.05;22.96;24.01;24.4;24.92;22.18;20.09;14.61;11.13;10.91;6.45;3.98
105;0.0;4.18;8.48;11.61;13.96;15.66;17.35;19.05;20.75;22.7;23.88;24.53;24.92;25.57;24.27;22.31;16.57;12.92;12.66;7.55;4.58
110;0.0;4.04;8.48;11.87;14.35;15.79;17.74;19.57;21.53;23.62;24.66;25.18;25.44;26.1;26.36;24.53;18.92;14.97;14.67;8.76;5.3
115;0.0;4.04;8.48;11.87;14.48;16.05;17.88;20.09;22.05;24.01;25.05;25.83;26.36;27.27;27.53;27.14;21.4;17.01;16.68;9.98;6.02
120;0.0;4.04;8.22;11.74;14.35;16.18;17.88;20.09;22.44;23.88;25.44;26.62;27.27;28.44;28.84;29.88;24.14;19.19;18.81;11.2;6.75
125;0.0;3.78;7.83;11.35;13.96;16.05;17.88;20.22;22.44;23.88;25.44;26.75;27.92;29.23;29.75;30.92;26.75;21.49;21.06;12.66;7.59
130;0.0;3.65;7.44;10.83;13.44;15.66;17.88;20.22;22.44;23.88;25.44;26.88;28.18;29.62;30.79;32.1;29.36;24.05;23.57;14.0;8.43
135;0.0;3.39;6.78;10.05;12.79;14.87;16.96;19.44;21.92;23.36;25.7;27.14;28.57;29.88;31.18;32.49;33.01;26.99;26.46;15.82;9.52
140;0.0;3.13;6.13;9.13;11.87;13.96;15.92;18.01;21.01;22.83;25.83;27.27;28.84;30.14;31.45;32.75;37.84;31.08;30.47;18.13;10.96
145;0.0;2.61;5.48;8.09;10.57;12.79;14.61;16.44;18.92;21.14;24.27;26.36;28.57;30.4;31.97;33.53;37.58;33.38;32.73;19.47;11.81
150;0.0;2.35;4.7;7.18;9.66;11.74;13.44;15.27;17.22;19.57;22.57;25.57;28.31;30.53;32.49;34.45;37.32;36.58;35.86;21.42;12.89
155;0.0;2.09;4.31;6.26;8.61;10.44;12.4;14.09;15.79;17.88;20.22;22.96;25.83;28.18;30.14;32.36;36.79;36.07;35.36;21.05;12.77
160;0.0;1.83;3.65;5.61;7.57;9.52;11.35;12.92;14.61;16.44;18.14;20.75;23.36;26.1;28.31;30.4;36.14;35.43;34.73;20.69;12.53
170;0.0;1.57;3.39;5.22;7.05;8.74;10.31;11.87;13.44;15.0;16.57;18.92;21.14;23.75;26.23;28.31;33.53;32.87;32.22;19.23;11.57
180;0.0;1.44;3.26;4.83;6.65;8.35;9.79;11.22;12.79;14.22;15.79;17.88;20.22;22.57;25.05;27.14;32.36;31.72;31.1;18.62;11.21
